Vardas         Pavarde        ND1	ND2	ND3	ND4	ND5	ND6	ND7	ND8	ND9	ND10	ND11	ND12	ND13	ND14	ND15	Egz.
Vardas9639     Pavarde9639    1     	9     	2     	5     	10    	9     	8     	1     	6     	2     	9     	9     	3     	7     	6     	2     	
Vardas9640     Pavarde9640    9     	6     	5     	10    	3     	5     	5     	8     	4     	3     	3     	8     	4     	1     	9     	7     	
Vardas9641     Pavarde9641    10    	1     	4     	7     	7     	9     	6     	9     	8     	4     	4     	8     	5     	3     	6     	8     	
Vardas9642     Pavarde9642    5     	5     	5     	9     	5     	5     	4     	2     	3     	8     	6     	4     	10    	9     	7     	3     	
Vardas9643     Pavarde9643    5     	9     	4     	4     	2     	8     	7     	1     	5     	4     	7     	3     	8     	3     	6     	1     	
Vardas9644     Pavarde9644    6     	7     	9     	10    	1     	9     	5     	10    	3     	8     	3     	2     	9     	4     	8     	2     	
Vardas9645     Pavarde9645    3     	9     	7     	8     	10    	7     	1     	6     	3     	8     	3     	2     	6     	4     	2     	2     	
Vardas9646     Pavarde9646    9     	1     	5     	3     	10    	10    	1     	8     	2     	3     	2     	3     	7     	8     	10    	3     	
Vardas9647     Pavarde9647    4     	9     	6     	2     	3     	2     	1     	6     	8     	6     	1     	5     	8     	3     	8     	8     	
Vardas9648     Pavarde9648    10    	3     	5     	7     	8     	7     	6     	6     	8     	7     	8     	6     	2     	9     	4     	9     	
Vardas9649     Pavarde9649    9     	10    	8     	5     	4     	4     	10    	4     	3     	6     	1     	8     	9     	9     	8     	1     	
Vardas9650     Pavarde9650    5     	1     	9     	5     	6     	3     	6     	4     	3     	8     	2     	8     	1     	4     	8     	1     	
Vardas9651     Pavarde9651    3     	10    	2     	1     	10    	4     	3     	10    	4     	1     	3     	1     	6     	10    	10    	10    	
Vardas9652     Pavarde9652    9     	1     	10    	8     	5     	5     	7     	5     	2     	1     	7     	6     	5     	4     	6     	4     	
Vardas9653     Pavarde9653    9     	1     	3     	4     	10    	3     	2     	2     	2     	7     	2     	10    	2     	2     	6     	1     	
Vardas9654     Pavarde9654    2     	10    	4     	1     	4     	1     	7     	7     	8     	1     	6     	1     	8     	10    	6     	10    	
Vardas9655     Pavarde9655    8     	8     	8     	1     	10    	8     	5     	6     	5     	2     	4     	5     	3     	8     	8     	10    	
Vardas9656     Pavarde9656    2     	2     	3     	8     	2     	8     	10    	6     	9     	6     	9     	8     	3     	1     	4     	5     	
Vardas9657     Pavarde9657    5     	6     	10    	3     	7     	8     	9     	1     	10    	5     	3     	2     	5     	6     	1     	10    	
Vardas9658     Pavarde9658    1     	9     	8     	7     	5     	9     	10    	6     	6     	8     	2     	3     	3     	10    	3     	2     	
Vardas9659     Pavarde9659    1     	7     	2     	8     	9     	6     	7     	4     	8     	10    	2     	9     	2     	10    	8     	6     	
Vardas9660     Pavarde9660    5     	1     	4     	6     	5     	2     	4     	7     	1     	10    	9     	1     	9     	6     	9     	4     	
Vardas9661     Pavarde9661    3     	1     	8     	4     	5     	3     	7     	10    	5     	2     	7     	10    	2     	8     	2     	1     	
Vardas9662     Pavarde9662    6     	2     	9     	9     	4     	10    	9     	7     	7     	8     	8     	10    	6     	7     	7     	1     	
Vardas9663     Pavarde9663    1     	7     	8     	8     	7     	2     	3     	4     	9     	9     	10    	4     	6     	1     	1     	3     	
Vardas9664     Pavarde9664    2     	2     	7     	4     	3     	8     	5     	10    	1     	9     	3     	8     	3     	9     	2     	8     	
Vardas9665     Pavarde9665    3     	8     	4     	6     	3     	8     	4     	4     	7     	8     	5     	6     	3     	3     	2     	3     	
Vardas9666     Pavarde9666    10    	3     	3     	5     	6     	10    	9     	6     	7     	5     	7     	9     	8     	9     	7     	4     	
Vardas9667     Pavarde9667    9     	7     	3     	8     	9     	6     	3     	4     	4     	1     	2     	5     	7     	6     	3     	9     	
Vardas9668     Pavarde9668    6     	4     	9     	2     	7     	8     	6     	10    	6     	10    	9     	6     	2     	4     	1     	4     	
Vardas9669     Pavarde9669    3     	7     	9     	6     	3     	5     	7     	1     	4     	9     	10    	2     	3     	10    	3     	9     	
Vardas9670     Pavarde9670    4     	2     	5     	6     	6     	5     	5     	3     	10    	5     	1     	1     	4     	7     	3     	4     	
Vardas9671     Pavarde9671    4     	9     	4     	3     	3     	6     	2     	8     	5     	10    	2     	4     	8     	9     	10    	10    	
Vardas9672     Pavarde9672    2     	9     	8     	3     	4     	1     	2     	1     	2     	8     	3     	3     	6     	4     	1     	1     	
Vardas9673     Pavarde9673    10    	3     	2     	5     	9     	4     	6     	1     	5     	2     	5     	8     	10    	1     	5     	6     	
Vardas9674     Pavarde9674    4     	1     	2     	9     	6     	8     	5     	2     	5     	9     	8     	4     	1     	7     	8     	4     	
Vardas9675     Pavarde9675    4     	7     	5     	9     	2     	10    	4     	6     	9     	5     	8     	10    	9     	3     	6     	10    	
Vardas9676     Pavarde9676    1     	2     	6     	9     	8     	2     	2     	4     	7     	7     	1     	4     	9     	4     	2     	3     	
Vardas9677     Pavarde9677    9     	7     	8     	4     	5     	5     	10    	9     	3     	3     	7     	5     	4     	2     	7     	10    	
Vardas9678     Pavarde9678    10    	7     	1     	9     	5     	9     	5     	10    	5     	2     	3     	10    	10    	5     	5     	10    	
Vardas9679     Pavarde9679    10    	3     	6     	9     	10    	2     	10    	7     	9     	2     	1     	5     	9     	6     	1     	3     	
Vardas9680     Pavarde9680    10    	2     	8     	3     	1     	8     	10    	10    	2     	5     	8     	8     	3     	3     	9     	6     	
Vardas9681     Pavarde9681    1     	9     	10    	2     	3     	9     	4     	10    	9     	8     	6     	7     	2     	10    	7     	3     	
Vardas9682     Pavarde9682    3     	3     	4     	1     	4     	3     	10    	2     	3     	1     	7     	6     	7     	5     	3     	10    	
Vardas9683     Pavarde9683    9     	7     	3     	3     	4     	2     	8     	4     	6     	8     	9     	7     	9     	2     	2     	3     	
Vardas9684     Pavarde9684    1     	7     	5     	8     	5     	3     	3     	6     	3     	3     	7     	7     	8     	3     	7     	1     	
Vardas9685     Pavarde9685    9     	3     	7     	7     	10    	6     	8     	8     	4     	8     	3     	6     	7     	6     	10    	1     	
Vardas9686     Pavarde9686    3     	6     	1     	10    	5     	10    	9     	6     	7     	2     	2     	1     	8     	10    	5     	7     	
Vardas9687     Pavarde9687    7     	9     	7     	10    	3     	9     	1     	1     	2     	3     	5     	5     	6     	2     	7     	9     	
Vardas9688     Pavarde9688    3     	3     	9     	6     	10    	4     	5     	9     	6     	7     	4     	5     	3     	8     	3     	6     	
Vardas9689     Pavarde9689    4     	9     	6     	9     	9     	2     	1     	2     	8     	9     	2     	6     	7     	6     	4     	9     	
Vardas9690     Pavarde9690    5     	6     	7     	3     	5     	7     	2     	5     	10    	8     	1     	5     	7     	1     	2     	3     	
Vardas9691     Pavarde9691    8     	7     	9     	4     	9     	5     	8     	3     	7     	5     	9     	9     	10    	5     	9     	8     	
Vardas9692     Pavarde9692    2     	7     	7     	4     	4     	1     	2     	10    	7     	9     	5     	3     	6     	5     	8     	10    	
Vardas9693     Pavarde9693    8     	6     	4     	6     	6     	8     	2     	3     	5     	7     	3     	1     	4     	8     	6     	8     	
Vardas9694     Pavarde9694    3     	2     	4     	7     	1     	6     	3     	2     	3     	1     	2     	3     	4     	4     	5     	4     	
Vardas9695     Pavarde9695    5     	4     	5     	1     	1     	1     	6     	3     	6     	6     	4     	6     	8     	7     	9     	4     	
Vardas9696     Pavarde9696    4     	7     	2     	2     	2     	4     	7     	8     	6     	9     	1     	9     	5     	8     	10    	10    	
Vardas9697     Pavarde9697    7     	4     	1     	1     	7     	8     	3     	8     	7     	2     	9     	5     	4     	2     	6     	6     	
Vardas9698     Pavarde9698    4     	3     	8     	9     	10    	4     	1     	6     	9     	8     	1     	2     	3     	2     	3     	10    	
Vardas9699     Pavarde9699    3     	10    	3     	8     	6     	1     	2     	7     	1     	7     	6     	8     	10    	7     	7     	5     	
Vardas9700     Pavarde9700    10    	6     	4     	4     	5     	1     	5     	5     	1     	3     	10    	8     	3     	2     	9     	8     	
Vardas9701     Pavarde9701    8     	9     	3     	5     	9     	7     	5     	5     	5     	1     	4     	3     	7     	3     	3     	6     	
Vardas9702     Pavarde9702    2     	5     	5     	2     	2     	2     	9     	6     	5     	10    	4     	5     	4     	4     	6     	8     	
Vardas9703     Pavarde9703    4     	2     	5     	2     	9     	10    	3     	5     	7     	10    	6     	1     	9     	4     	1     	7     	
Vardas9704     Pavarde9704    7     	5     	4     	8     	1     	7     	4     	9     	3     	5     	7     	2     	2     	3     	3     	9     	
Vardas9705     Pavarde9705    4     	5     	3     	4     	9     	1     	2     	9     	10    	6     	7     	5     	3     	1     	8     	9     	
Vardas9706     Pavarde9706    8     	10    	4     	1     	4     	7     	3     	5     	5     	4     	5     	2     	6     	2     	3     	1     	
Vardas9707     Pavarde9707    6     	5     	5     	5     	7     	2     	6     	3     	5     	9     	7     	3     	3     	6     	3     	6     	
Vardas9708     Pavarde9708    3     	9     	2     	4     	10    	4     	4     	7     	9     	2     	6     	9     	3     	10    	6     	4     	
Vardas9709     Pavarde9709    8     	8     	8     	9     	4     	4     	4     	5     	3     	6     	9     	8     	7     	10    	9     	2     	
Vardas9710     Pavarde9710    4     	4     	7     	3     	7     	10    	8     	3     	9     	6     	9     	10    	4     	6     	7     	3     	
Vardas9711     Pavarde9711    3     	4     	5     	1     	7     	2     	2     	1     	8     	1     	1     	3     	6     	8     	3     	5     	
Vardas9712     Pavarde9712    2     	7     	4     	8     	10    	1     	10    	4     	9     	4     	6     	1     	1     	9     	6     	10    	
Vardas9713     Pavarde9713    5     	4     	7     	7     	1     	5     	9     	4     	1     	2     	2     	1     	8     	6     	7     	3     	
Vardas9714     Pavarde9714    4     	9     	6     	1     	7     	2     	10    	8     	7     	9     	9     	4     	6     	5     	1     	5     	
Vardas9715     Pavarde9715    7     	10    	8     	5     	5     	4     	2     	7     	2     	7     	7     	6     	6     	10    	4     	9     	
Vardas9716     Pavarde9716    1     	9     	6     	1     	6     	2     	2     	4     	9     	3     	9     	5     	8     	3     	1     	7     	
Vardas9717     Pavarde9717    2     	8     	6     	5     	6     	3     	4     	5     	4     	7     	5     	6     	6     	6     	8     	6     	
Vardas9718     Pavarde9718    9     	1     	9     	6     	8     	6     	3     	6     	10    	1     	4     	3     	1     	4     	1     	8     	
Vardas9719     Pavarde9719    6     	8     	8     	6     	9     	9     	1     	8     	2     	7     	9     	6     	8     	7     	9     	2     	
Vardas9720     Pavarde9720    6     	10    	5     	7     	3     	7     	9     	1     	9     	1     	4     	10    	2     	1     	6     	4     	
Vardas9721     Pavarde9721    8     	1     	4     	4     	6     	9     	7     	2     	2     	7     	5     	9     	4     	9     	4     	7     	
Vardas9722     Pavarde9722    2     	4     	6     	9     	10    	6     	2     	7     	3     	7     	9     	5     	7     	6     	10    	10    	
Vardas9723     Pavarde9723    6     	2     	5     	5     	4     	9     	3     	8     	1     	5     	5     	3     	10    	2     	8     	2     	
Vardas9724     Pavarde9724    4     	2     	3     	10    	8     	10    	10    	10    	3     	4     	2     	1     	8     	3     	1     	3     	
Vardas9725     Pavarde9725    9     	10    	8     	1     	7     	2     	10    	2     	6     	6     	3     	9     	1     	7     	4     	3     	
Vardas9726     Pavarde9726    4     	1     	9     	7     	4     	1     	3     	6     	10    	4     	7     	8     	10    	1     	9     	1     	
Vardas9727     Pavarde9727    1     	7     	8     	2     	2     	5     	7     	4     	4     	4     	7     	2     	3     	3     	7     	2     	
Vardas9728     Pavarde9728    7     	7     	10    	10    	8     	8     	9     	6     	8     	4     	4     	6     	8     	8     	4     	1     	
Vardas9729     Pavarde9729    7     	2     	1     	7     	4     	9     	6     	5     	6     	10    	5     	1     	1     	9     	6     	4     	
Vardas9730     Pavarde9730    2     	1     	6     	4     	1     	7     	4     	10    	10    	1     	3     	7     	2     	10    	5     	9     	
Vardas9731     Pavarde9731    2     	4     	8     	2     	3     	1     	10    	5     	2     	1     	2     	2     	10    	3     	1     	9     	
Vardas9732     Pavarde9732    6     	7     	7     	4     	5     	9     	3     	2     	9     	4     	5     	2     	2     	2     	7     	3     	
Vardas9733     Pavarde9733    8     	1     	2     	9     	1     	4     	9     	8     	3     	7     	8     	4     	2     	10    	2     	10    	
Vardas9734     Pavarde9734    8     	1     	2     	6     	3     	8     	6     	3     	1     	10    	10    	9     	3     	10    	7     	1     	
Vardas9735     Pavarde9735    9     	3     	3     	6     	5     	3     	6     	10    	9     	4     	4     	5     	4     	3     	9     	9     	
Vardas9736     Pavarde9736    7     	7     	4     	9     	9     	1     	1     	1     	8     	3     	4     	1     	2     	8     	7     	6     	
